person_ID,gender,gender_idx,race,race_idx,education,education_lvl,age,age_min,age_max,total_experience,total_experience_min,total_experience_max,current_experience,current_experience_min,current_experience_max
11263,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
11264,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
11265,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
11266,Non-binary,3.0,White,7,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
11267,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,8 - 10 years,8.0,10.0,2 - 4 years,2.0,4.0
11268,Woman,1.0,White,7,PhD,,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
11269,Woman,1.0,Another option not listed here or prefer not to answer,8,Some college,2.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
11270,Woman,1.0,White,7,Professional degree,5.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,21 - 30 years,21.0,30.0
11271,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
11272,Man,2.0,White,7,Some college,2.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,21 - 30 years,21.0,30.0
11273,Woman,1.0,White,7,College degree,3.0,55-64,55.0,64.0,41 years or more,41.0,,31 - 40 years,31.0,40.0
11274,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
11275,Woman,1.0,Another option not listed here or prefer not to answer,8,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11276,Woman,1.0,White,7,Some college,2.0,55-64,55.0,64.0,31 - 40 years,31.0,40.0,11 - 20 years,11.0,20.0
11277,Man,2.0,White,7,Some college,2.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,1 year or less,,1.0
11278,Man,2.0,White,7,College degree,3.0,55-64,55.0,64.0,21 - 30 years,21.0,30.0,21 - 30 years,21.0,30.0
11279,Woman,1.0,White,7,Master's degree,4.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
11280,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11281,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,1 year or less,,1.0,1 year or less,,1.0
11282,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,2 - 4 years,2.0,4.0
11283,Man,2.0,White,7,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
11284,Man,2.0,White,7,College degree,3.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
11285,Woman,1.0,White,7,Some college,2.0,45-54,45.0,54.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11286,Woman,1.0,White,7,College degree,3.0,55-64,55.0,64.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
11287,Man,2.0,White,7,Master's degree,4.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,21 - 30 years,21.0,30.0
11288,Man,2.0,White,7,Master's degree,4.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,8 - 10 years,8.0,10.0
11289,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
11290,Woman,1.0,White,7,Some college,2.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
11291,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11292,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11293,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
11294,Man,2.0,"Hispanic, Latino, or Spanish origin, White","4,7",College degree,3.0,55-64,55.0,64.0,21 - 30 years,21.0,30.0,21 - 30 years,21.0,30.0
11295,Woman,1.0,White,7,Master's degree,4.0,55-64,55.0,64.0,31 - 40 years,31.0,40.0,21 - 30 years,21.0,30.0
11296,Man,2.0,White,7,Master's degree,4.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,21 - 30 years,21.0,30.0
11297,Woman,1.0,White,7,PhD,,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11298,Man,2.0,Asian or Asian American,1,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
11299,Man,2.0,"Hispanic, Latino, or Spanish origin, Native American or Alaska Native, White","4,6,7",College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
11300,Woman,1.0,White,7,Master's degree,4.0,45-54,45.0,54.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11301,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11302,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,2 - 4 years,2.0,4.0
11303,Man,2.0,Another option not listed here or prefer not to answer,8,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,5-7 years,5.0,7.0
11304,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11305,Woman,1.0,White,7,Some college,2.0,55-64,55.0,64.0,31 - 40 years,31.0,40.0,11 - 20 years,11.0,20.0
11306,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11307,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11308,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11309,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
11310,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,1 year or less,,1.0
11311,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11312,Woman,1.0,White,7,PhD,,35-44,35.0,44.0,5-7 years,5.0,7.0,8 - 10 years,8.0,10.0
11313,Woman,1.0,White,7,High School,1.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,5-7 years,5.0,7.0
11314,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11315,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
11316,Woman,1.0,White,7,Master's degree,4.0,55-64,55.0,64.0,31 - 40 years,31.0,40.0,5-7 years,5.0,7.0
11317,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
11318,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
11319,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
11320,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11321,Non-binary,3.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
11322,Woman,1.0,White,7,Some college,2.0,55-64,55.0,64.0,31 - 40 years,31.0,40.0,21 - 30 years,21.0,30.0
11323,Other,4.0,Another option not listed here or prefer not to answer,8,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
11324,Man,2.0,White,7,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
11325,Man,2.0,White,7,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,2 - 4 years,2.0,4.0
11326,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,2 - 4 years,2.0,4.0
11327,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
11328,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
11329,Woman,1.0,White,7,Some college,2.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
11330,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
11331,Woman,1.0,Asian or Asian American,1,Master's degree,4.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
11332,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,1 year or less,,1.0
11333,Woman,1.0,White,7,College degree,3.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,21 - 30 years,21.0,30.0
11334,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
11335,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11336,Man,2.0,White,7,Master's degree,4.0,55-64,55.0,64.0,31 - 40 years,31.0,40.0,21 - 30 years,21.0,30.0
11337,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
11338,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11339,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11340,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
11341,Man,2.0,White,7,PhD,,35-44,35.0,44.0,11 - 20 years,11.0,20.0,2 - 4 years,2.0,4.0
11342,Woman,1.0,White,7,College degree,3.0,45-54,45.0,54.0,31 - 40 years,31.0,40.0,11 - 20 years,11.0,20.0
11343,Woman,1.0,White,7,Some college,2.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
11344,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11345,Woman,1.0,White,7,Some college,2.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11346,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11347,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11348,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
11349,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
11350,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
11351,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,1 year or less,,1.0
11352,Woman,1.0,White,7,Some college,2.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11353,Man,2.0,White,7,College degree,3.0,55-64,55.0,64.0,31 - 40 years,31.0,40.0,31 - 40 years,31.0,40.0
11354,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
11355,Woman,1.0,Asian or Asian American,1,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11356,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,2 - 4 years,2.0,4.0
11357,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,1 year or less,,1.0
11358,Man,2.0,White,7,Some college,2.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
11359,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,1 year or less,,1.0
11360,Man,2.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11361,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
11362,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
11363,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
11364,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,1 year or less,,1.0,1 year or less,,1.0
11365,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11366,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
11367,Woman,1.0,White,7,Some college,2.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11368,Woman,1.0,White,7,Some college,2.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
11369,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
11370,Woman,1.0,"Hispanic, Latino, or Spanish origin, White","4,7",College degree,3.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,21 - 30 years,21.0,30.0
11371,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11372,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11373,Woman,1.0,White,7,Professional degree,5.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
11374,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11375,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
11376,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
11377,Man,2.0,White,7,Master's degree,4.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11378,Man,2.0,White,7,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
11379,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11380,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
11381,Man,2.0,White,7,Master's degree,4.0,55-64,55.0,64.0,31 - 40 years,31.0,40.0,31 - 40 years,31.0,40.0
11382,Woman,1.0,White,7,College degree,3.0,55-64,55.0,64.0,21 - 30 years,21.0,30.0,21 - 30 years,21.0,30.0
11383,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11384,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11385,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
11386,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
11387,Woman,1.0,White,7,College degree,3.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
11388,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11389,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
11390,Woman,1.0,White,7,Some college,2.0,18-24,18.0,24.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
11391,Non-binary,3.0,White,7,College degree,3.0,35-44,35.0,44.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
11392,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11393,Woman,1.0,White,7,College degree,3.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,5-7 years,5.0,7.0
11394,Man,2.0,Black or African American,2,College degree,3.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,5-7 years,5.0,7.0
11395,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
11396,Woman,1.0,Another option not listed here or prefer not to answer,8,Professional degree,5.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
11397,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
11398,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
11399,Woman,1.0,"Hispanic, Latino, or Spanish origin",4,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
11400,Man,2.0,White,7,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
11401,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11402,Woman,1.0,Black or African American,2,Master's degree,4.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
11403,Woman,1.0,White,7,Professional degree,5.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,2 - 4 years,2.0,4.0
11404,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11405,Woman,1.0,Another option not listed here or prefer not to answer,8,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
11406,Woman,1.0,White,7,Some college,2.0,18-24,18.0,24.0,2 - 4 years,2.0,4.0,1 year or less,,1.0
11407,Woman,1.0,"Asian or Asian American, White","1,7",College degree,3.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11408,Woman,1.0,Black or African American,2,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11409,Woman,1.0,Another option not listed here or prefer not to answer,8,College degree,3.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11410,Man,2.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11411,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11412,Woman,1.0,Middle Eastern or Northern African,5,Master's degree,4.0,25-34,25.0,34.0,1 year or less,,1.0,1 year or less,,1.0
11413,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
11414,Woman,1.0,White,7,Master's degree,4.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,5-7 years,5.0,7.0
11415,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
11416,Other,4.0,White,7,College degree,3.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
11417,Woman,1.0,White,7,PhD,,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11418,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11419,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
11420,Man,2.0,White,7,College degree,3.0,55-64,55.0,64.0,31 - 40 years,31.0,40.0,11 - 20 years,11.0,20.0
11421,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
11422,Man,2.0,White,7,College degree,3.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,21 - 30 years,21.0,30.0
11423,Woman,1.0,White,7,Some college,2.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,2 - 4 years,2.0,4.0
11424,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,1 year or less,,1.0
11425,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,1 year or less,,1.0
11426,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
11427,Woman,1.0,White,7,Master's degree,4.0,55-64,55.0,64.0,31 - 40 years,31.0,40.0,21 - 30 years,21.0,30.0
11428,Man,2.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11429,Woman,1.0,"Hispanic, Latino, or Spanish origin, White","4,7",Master's degree,4.0,55-64,55.0,64.0,41 years or more,41.0,,11 - 20 years,11.0,20.0
11430,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
11431,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
11432,Woman,1.0,White,7,Professional degree,5.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,1 year or less,,1.0
11433,Woman,1.0,Black or African American,2,Professional degree,5.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
11434,Woman,1.0,White,7,Master's degree,4.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
11435,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11436,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11437,Man,2.0,Asian or Asian American,1,Master's degree,4.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
11438,Woman,1.0,Asian or Asian American,1,Master's degree,4.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
11439,Man,2.0,White,7,Master's degree,4.0,45-54,45.0,54.0,31 - 40 years,31.0,40.0,31 - 40 years,31.0,40.0
11440,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11441,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11442,Woman,1.0,White,7,College degree,3.0,65 or over,65.0,,31 - 40 years,31.0,40.0,41 years or more,41.0,
11443,Woman,1.0,White,7,Professional degree,5.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11444,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
11445,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11446,Woman,1.0,White,7,Professional degree,5.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
11447,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
11448,Man,2.0,White,7,PhD,,35-44,35.0,44.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
11449,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11450,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
11451,Woman,1.0,Asian or Asian American,1,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
11452,Man,2.0,White,7,Some college,2.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
11453,Woman,1.0,White,7,College degree,3.0,55-64,55.0,64.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
11454,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11455,Woman,1.0,Black or African American,2,Master's degree,4.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,5-7 years,5.0,7.0
11456,Woman,1.0,Asian or Asian American,1,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
11457,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
11458,Man,2.0,White,7,PhD,,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
11459,Man,2.0,White,7,PhD,,25-34,25.0,34.0,1 year or less,,1.0,1 year or less,,1.0
11460,Man,2.0,White,7,College degree,3.0,18-24,18.0,24.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
11461,Woman,1.0,Black or African American,2,Master's degree,4.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,5-7 years,5.0,7.0
11462,Woman,1.0,White,7,Some college,2.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
11463,Man,2.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
11464,Woman,1.0,Another option not listed here or prefer not to answer,8,Professional degree,5.0,45-54,45.0,54.0,11 - 20 years,11.0,20.0,2 - 4 years,2.0,4.0
11465,Woman,1.0,White,7,Master's degree,4.0,55-64,55.0,64.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
11466,Woman,1.0,White,7,PhD,,25-34,25.0,34.0,2 - 4 years,2.0,4.0,1 year or less,,1.0
11467,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
